"","Quarter_Year","gender","top_ofnse_typ_desc","Count"
"552",2017 Q3,"M","OTHER",72.37
"553",2017 Q3,"M","PERSON",1223.99
"554",2017 Q3,"M","PROPERTY",885.67
"555",2017 Q3,"M","SEX OFFENSE",2201.98
"556",2017 Q3,"M","WEAPONS",106.61
"557",2017 Q4,"F","ALCOHOL & DRUG",77.82
"558",2017 Q4,"F","DRIVING",12.35
"559",2017 Q4,"F","DRUG POSSESSION ONLY",25.64
"560",2017 Q4,"F","MURDER",58.09
"561",2017 Q4,"F","OTHER",18.81
"562",2017 Q4,"F","PERSON",93.03
"563",2017 Q4,"F","PROPERTY",140.85
"564",2017 Q4,"F","SEX OFFENSE",44.32
"565",2017 Q4,"F","WEAPONS",2.66
"566",2017 Q4,"M","ALCOHOL & DRUG",407.79
"567",2017 Q4,"M","DRIVING",153.45
"568",2017 Q4,"M","DRUG POSSESSION ONLY",96.77
"569",2017 Q4,"M","MURDER",724.56
"570",2017 Q4,"M","OTHER",73.71
"571",2017 Q4,"M","PERSON",1244.11
"572",2017 Q4,"M","PROPERTY",889.71
"573",2017 Q4,"M","SEX OFFENSE",2193.7
"574",2017 Q4,"M","WEAPONS",110.81
"575",2018 Q1,"F","ALCOHOL & DRUG",78.56
"576",2018 Q1,"F","DRIVING",13.66
"577",2018 Q1,"F","DRUG POSSESSION ONLY",32.26
"578",2018 Q1,"F","MURDER",55.62
"579",2018 Q1,"F","OTHER",15.93
"580",2018 Q1,"F","PERSON",94.65
"581",2018 Q1,"F","PROPERTY",156.07
"582",2018 Q1,"F","SEX OFFENSE",43.64
"583",2018 Q1,"F","WEAPONS",4
"584",2018 Q1,"M","ALCOHOL & DRUG",421.92
"585",2018 Q1,"M","DRIVING",156.18
"586",2018 Q1,"M","DRUG POSSESSION ONLY",108.68
"587",2018 Q1,"M","MURDER",719.3
"588",2018 Q1,"M","OTHER",76.13
"589",2018 Q1,"M","PERSON",1250.58
"590",2018 Q1,"M","PROPERTY",915.12
"591",2018 Q1,"M","SEX OFFENSE",2208.34
"592",2018 Q1,"M","WEAPONS",109.76
"593",2018 Q2,"F","ALCOHOL & DRUG",89.72
"594",2018 Q2,"F","DRIVING",16.95
"595",2018 Q2,"F","DRUG POSSESSION ONLY",40.28
"596",2018 Q2,"F","MURDER",55.29
"597",2018 Q2,"F","OTHER",15.92
"598",2018 Q2,"F","PERSON",99.8
"599",2018 Q2,"F","PROPERTY",177.72
"600",2018 Q2,"F","SEX OFFENSE",44.41
"601",2018 Q2,"F","WEAPONS",3.56
"602",2018 Q2,"M","ALCOHOL & DRUG",429.15
"603",2018 Q2,"M","DRIVING",161.41
"604",2018 Q2,"M","DRUG POSSESSION ONLY",105.6
"605",2018 Q2,"M","MURDER",723.62
"606",2018 Q2,"M","OTHER",81.47
"607",2018 Q2,"M","PERSON",1233.76
"608",2018 Q2,"M","PROPERTY",901.01
"609",2018 Q2,"M","SEX OFFENSE",2200.45
"610",2018 Q2,"M","WEAPONS",92.11
"611",2018 Q3,"F","ALCOHOL & DRUG",89.97
"612",2018 Q3,"F","DRIVING",18.71
"613",2018 Q3,"F","DRUG POSSESSION ONLY",43.67
"614",2018 Q3,"F","MURDER",56.23
"615",2018 Q3,"F","OTHER",15.58
"616",2018 Q3,"F","PERSON",103.62
"617",2018 Q3,"F","PROPERTY",180.94
"618",2018 Q3,"F","SEX OFFENSE",44.75
"619",2018 Q3,"F","WEAPONS",5.04
"620",2018 Q3,"M","ALCOHOL & DRUG",455.6
"621",2018 Q3,"M","DRIVING",175.02
"622",2018 Q3,"M","DRUG POSSESSION ONLY",102.22
"623",2018 Q3,"M","MURDER",729.42
"624",2018 Q3,"M","OTHER",88.35
"625",2018 Q3,"M","PERSON",1246.18
"626",2018 Q3,"M","PROPERTY",934.93
"627",2018 Q3,"M","SEX OFFENSE",2194.81
"628",2018 Q3,"M","WEAPONS",93.95
"629",2018 Q4,"F","ALCOHOL & DRUG",93.21
"630",2018 Q4,"F","DRIVING",21.45
"631",2018 Q4,"F","DRUG POSSESSION ONLY",36.17
"632",2018 Q4,"F","MURDER",56.36
"633",2018 Q4,"F","OTHER",18.27
"634",2018 Q4,"F","PERSON",107.28
"635",2018 Q4,"F","PROPERTY",189.38
"636",2018 Q4,"F","SEX OFFENSE",45.18
"637",2018 Q4,"F","WEAPONS",7.35
"638",2018 Q4,"M","ALCOHOL & DRUG",467.06
"639",2018 Q4,"M","DRIVING",191
"640",2018 Q4,"M","DRUG POSSESSION ONLY",97.09
"641",2018 Q4,"M","MURDER",731.56
"642",2018 Q4,"M","OTHER",91.89
"643",2018 Q4,"M","PERSON",1243.01
"644",2018 Q4,"M","PROPERTY",949.61
"645",2018 Q4,"M","SEX OFFENSE",2186.08
"646",2018 Q4,"M","WEAPONS",101.24
"647",2019 Q1,"F","ALCOHOL & DRUG",97.72
"648",2019 Q1,"F","DRIVING",20.97
"649",2019 Q1,"F","DRUG POSSESSION ONLY",29.68
"650",2019 Q1,"F","MURDER",56.01
"651",2019 Q1,"F","OTHER",22.24
"652",2019 Q1,"F","PERSON",113.41
"653",2019 Q1,"F","PROPERTY",189.24
"654",2019 Q1,"F","SEX OFFENSE",46.29
"655",2019 Q1,"F","WEAPONS",7.94
"656",2019 Q1,"M","ALCOHOL & DRUG",475.51
"657",2019 Q1,"M","DRIVING",189.73
"658",2019 Q1,"M","DRUG POSSESSION ONLY",105.03
"659",2019 Q1,"M","MURDER",727.91
"660",2019 Q1,"M","OTHER",89.77
"661",2019 Q1,"M","PERSON",1268.13
"662",2019 Q1,"M","PROPERTY",956.69
"663",2019 Q1,"M","SEX OFFENSE",2199.15
"664",2019 Q1,"M","WEAPONS",111.92
"665",2019 Q2,"F","ALCOHOL & DRUG",97.79
"666",2019 Q2,"F","DRIVING",22.68
"667",2019 Q2,"F","DRUG POSSESSION ONLY",33.98
"668",2019 Q2,"F","MURDER",56.08
"669",2019 Q2,"F","OTHER",20.17
"670",2019 Q2,"F","PERSON",117.77
"671",2019 Q2,"F","PROPERTY",194.76
"672",2019 Q2,"F","SEX OFFENSE",44.89
"673",2019 Q2,"F","WEAPONS",7.74
"674",2019 Q2,"M","ALCOHOL & DRUG",477.58
"675",2019 Q2,"M","DRIVING",176.38
"676",2019 Q2,"M","DRUG POSSESSION ONLY",94.74
"677",2019 Q2,"M","MURDER",735.85
"678",2019 Q2,"M","OTHER",86.31
"679",2019 Q2,"M","PERSON",1294.23
"680",2019 Q2,"M","PROPERTY",983.78
"681",2019 Q2,"M","SEX OFFENSE",2217.99
"682",2019 Q2,"M","WEAPONS",117.4
"683",2019 Q3,"F","ALCOHOL & DRUG",83.73
"684",2019 Q3,"F","DRIVING",23.25
"685",2019 Q3,"F","DRUG POSSESSION ONLY",39.94
"686",2019 Q3,"F","MURDER",56.42
"687",2019 Q3,"F","OTHER",18.28
"688",2019 Q3,"F","PERSON",121.25
"689",2019 Q3,"F","PROPERTY",210.59
"690",2019 Q3,"F","SEX OFFENSE",41.91
"691",2019 Q3,"F","WEAPONS",6.82
"692",2019 Q3,"M","ALCOHOL & DRUG",454.36
"693",2019 Q3,"M","DRIVING",171
"694",2019 Q3,"M","DRUG POSSESSION ONLY",91.78
"695",2019 Q3,"M","MURDER",739.33
"696",2019 Q3,"M","OTHER",87.89
"697",2019 Q3,"M","PERSON",1314.63
"698",2019 Q3,"M","PROPERTY",972.94
"699",2019 Q3,"M","SEX OFFENSE",2231.58
"700",2019 Q3,"M","WEAPONS",128.19
"701",2019 Q4,"F","ALCOHOL & DRUG",85.28
"702",2019 Q4,"F","DRIVING",21.04
"703",2019 Q4,"F","DRUG POSSESSION ONLY",35.11
"704",2019 Q4,"F","MURDER",53.68
"705",2019 Q4,"F","OTHER",20.27
"706",2019 Q4,"F","PERSON",118.91
"707",2019 Q4,"F","PROPERTY",213.55
"708",2019 Q4,"F","SEX OFFENSE",40.18
"709",2019 Q4,"F","WEAPONS",4.7
"710",2019 Q4,"M","ALCOHOL & DRUG",459.91
"711",2019 Q4,"M","DRIVING",160.76
"712",2019 Q4,"M","DRUG POSSESSION ONLY",91.72
"713",2019 Q4,"M","MURDER",744.86
"714",2019 Q4,"M","OTHER",97.6
"715",2019 Q4,"M","PERSON",1328.43
"716",2019 Q4,"M","PROPERTY",944.98
"717",2019 Q4,"M","SEX OFFENSE",2230.11
"718",2019 Q4,"M","WEAPONS",126.86
"719",2020 Q1,"F","ALCOHOL & DRUG",83.75
"720",2020 Q1,"F","DRIVING",21.63
"721",2020 Q1,"F","DRUG POSSESSION ONLY",27.36
"722",2020 Q1,"F","MURDER",53.87
"723",2020 Q1,"F","OTHER",22.23
"724",2020 Q1,"F","PERSON",110.24
"725",2020 Q1,"F","PROPERTY",198.01
"726",2020 Q1,"F","SEX OFFENSE",39.21
"727",2020 Q1,"F","WEAPONS",4.91
"728",2020 Q1,"M","ALCOHOL & DRUG",441.03
"729",2020 Q1,"M","DRIVING",154.55
"730",2020 Q1,"M","DRUG POSSESSION ONLY",91.09
"731",2020 Q1,"M","MURDER",738.33
"732",2020 Q1,"M","OTHER",95.61
"733",2020 Q1,"M","PERSON",1298.59
"734",2020 Q1,"M","PROPERTY",903.55
"735",2020 Q1,"M","SEX OFFENSE",2213.79
"736",2020 Q1,"M","WEAPONS",136.77
"737",2020 Q2,"F","ALCOHOL & DRUG",58.42
"738",2020 Q2,"F","DRIVING",15.24
"739",2020 Q2,"F","DRUG POSSESSION ONLY",19.29
"740",2020 Q2,"F","MURDER",57.53
"741",2020 Q2,"F","OTHER",22.03
"742",2020 Q2,"F","PERSON",92.82
"743",2020 Q2,"F","PROPERTY",138.76
"744",2020 Q2,"F","SEX OFFENSE",39.99
"745",2020 Q2,"F","WEAPONS",3.85
"746",2020 Q2,"M","ALCOHOL & DRUG",346.23
"747",2020 Q2,"M","DRIVING",139.4
"748",2020 Q2,"M","DRUG POSSESSION ONLY",73.11
"749",2020 Q2,"M","MURDER",729.03
"750",2020 Q2,"M","OTHER",87.93
"751",2020 Q2,"M","PERSON",1188.72
"752",2020 Q2,"M","PROPERTY",745.65
"753",2020 Q2,"M","SEX OFFENSE",2125.68
"754",2020 Q2,"M","WEAPONS",123.4
"755",2020 Q3,"F","ALCOHOL & DRUG",46.64
"756",2020 Q3,"F","DRIVING",14.29
"757",2020 Q3,"F","DRUG POSSESSION ONLY",16.42
"758",2020 Q3,"F","MURDER",56.15
"759",2020 Q3,"F","OTHER",14.18
"760",2020 Q3,"F","PERSON",87.28
"761",2020 Q3,"F","PROPERTY",101.18
"762",2020 Q3,"F","SEX OFFENSE",38.04
"763",2020 Q3,"F","WEAPONS",3
"764",2020 Q3,"M","ALCOHOL & DRUG",327.37
"765",2020 Q3,"M","DRIVING",127.87
"766",2020 Q3,"M","DRUG POSSESSION ONLY",58.27
"767",2020 Q3,"M","MURDER",729.28
"768",2020 Q3,"M","OTHER",71.63
"769",2020 Q3,"M","PERSON",1167.62
"770",2020 Q3,"M","PROPERTY",654.25
"771",2020 Q3,"M","SEX OFFENSE",2069.13
"772",2020 Q3,"M","WEAPONS",115.48
"773",2020 Q4,"F","ALCOHOL & DRUG",56
"774",2020 Q4,"F","DRIVING",13.15
"775",2020 Q4,"F","DRUG POSSESSION ONLY",13.78
"776",2020 Q4,"F","MURDER",56.73
"777",2020 Q4,"F","OTHER",8.63
"778",2020 Q4,"F","PERSON",84.84
"779",2020 Q4,"F","PROPERTY",99.66
"780",2020 Q4,"F","SEX OFFENSE",34.29
"781",2020 Q4,"F","WEAPONS",2.35
"782",2020 Q4,"M","ALCOHOL & DRUG",339.31
"783",2020 Q4,"M","DRIVING",113.27
"784",2020 Q4,"M","DRUG POSSESSION ONLY",57.55
"785",2020 Q4,"M","MURDER",718.83
"786",2020 Q4,"M","OTHER",66.67
"787",2020 Q4,"M","PERSON",1151.36
"788",2020 Q4,"M","PROPERTY",642.45
"789",2020 Q4,"M","SEX OFFENSE",1994.17
"790",2020 Q4,"M","WEAPONS",112.27
"791",2021 Q1,"F","ALCOHOL & DRUG",54.9
"792",2021 Q1,"F","DRIVING",14.04
"793",2021 Q1,"F","DRUG POSSESSION ONLY",15.61
"794",2021 Q1,"F","MURDER",56.09
"795",2021 Q1,"F","OTHER",10.95
"796",2021 Q1,"F","PERSON",91.77
"797",2021 Q1,"F","PROPERTY",116.71
"798",2021 Q1,"F","SEX OFFENSE",34.17
"799",2021 Q1,"F","WEAPONS",2.76
"800",2021 Q1,"M","ALCOHOL & DRUG",360.17
"801",2021 Q1,"M","DRIVING",109.06
"802",2021 Q1,"M","DRUG POSSESSION ONLY",54.85
"803",2021 Q1,"M","MURDER",708.13
"804",2021 Q1,"M","OTHER",66.62
"805",2021 Q1,"M","PERSON",1151.57
"806",2021 Q1,"M","PROPERTY",659.64
"807",2021 Q1,"M","SEX OFFENSE",1926.9
"808",2021 Q1,"M","WEAPONS",108.21
"809",2021 Q2,"F","ALCOHOL & DRUG",70.59
"810",2021 Q2,"F","DRIVING",16.74
"811",2021 Q2,"F","DRUG POSSESSION ONLY",20.68
"812",2021 Q2,"F","MURDER",57.27
"813",2021 Q2,"F","OTHER",11.34
"814",2021 Q2,"F","PERSON",98.92
"815",2021 Q2,"F","PROPERTY",132.38
"816",2021 Q2,"F","SEX OFFENSE",32.98
"817",2021 Q2,"F","WEAPONS",3.79
"818",2021 Q2,"M","ALCOHOL & DRUG",395.19
"819",2021 Q2,"M","DRIVING",117.35
"820",2021 Q2,"M","DRUG POSSESSION ONLY",51.29
"821",2021 Q2,"M","MURDER",697.68
"822",2021 Q2,"M","OTHER",71.05
"823",2021 Q2,"M","PERSON",1203.38
"824",2021 Q2,"M","PROPERTY",680.08
"825",2021 Q2,"M","SEX OFFENSE",1923.69
"826",2021 Q2,"M","WEAPONS",110.87
"827",2021 Q3,"F","ALCOHOL & DRUG",66.36
"828",2021 Q3,"F","DRIVING",20.01
"829",2021 Q3,"F","DRUG POSSESSION ONLY",17.38
"830",2021 Q3,"F","MURDER",60.58
"831",2021 Q3,"F","OTHER",14.54
"832",2021 Q3,"F","PERSON",101.4
"833",2021 Q3,"F","PROPERTY",145.88
"834",2021 Q3,"F","SEX OFFENSE",34.29
"835",2021 Q3,"F","WEAPONS",2.03
"836",2021 Q3,"M","ALCOHOL & DRUG",424.28
"837",2021 Q3,"M","DRIVING",124.29
"838",2021 Q3,"M","DRUG POSSESSION ONLY",51.74
"839",2021 Q3,"M","MURDER",695.92
"840",2021 Q3,"M","OTHER",82.59
"841",2021 Q3,"M","PERSON",1267.42
"842",2021 Q3,"M","PROPERTY",706.12
"843",2021 Q3,"M","SEX OFFENSE",1941.5
"844",2021 Q3,"M","WEAPONS",114.77
"845",2021 Q4,"F","ALCOHOL & DRUG",65.41
"846",2021 Q4,"F","DRIVING",20.98
"847",2021 Q4,"F","DRUG POSSESSION ONLY",20.08
"848",2021 Q4,"F","MURDER",62.32
"849",2021 Q4,"F","OTHER",20.26
"850",2021 Q4,"F","PERSON",100.89
"851",2021 Q4,"F","PROPERTY",156.3
"852",2021 Q4,"F","SEX OFFENSE",34.53
"853",2021 Q4,"F","WEAPONS",2.42
"854",2021 Q4,"M","ALCOHOL & DRUG",426.7
"855",2021 Q4,"M","DRIVING",126
"856",2021 Q4,"M","DRUG POSSESSION ONLY",47.28
"857",2021 Q4,"M","MURDER",693.56
"858",2021 Q4,"M","OTHER",78.87
"859",2021 Q4,"M","PERSON",1253.25
"860",2021 Q4,"M","PROPERTY",723.61
"861",2021 Q4,"M","SEX OFFENSE",1967.94
"862",2021 Q4,"M","WEAPONS",129.89
"863",2022 Q1,"F","ALCOHOL & DRUG",67.21
"864",2022 Q1,"F","DRIVING",17.57
"865",2022 Q1,"F","DRUG POSSESSION ONLY",20.26
"866",2022 Q1,"F","MURDER",65.57
"867",2022 Q1,"F","OTHER",16.91
"868",2022 Q1,"F","PERSON",99.67
"869",2022 Q1,"F","PROPERTY",135.54
"870",2022 Q1,"F","SEX OFFENSE",34.01
"871",2022 Q1,"F","WEAPONS",3
"872",2022 Q1,"M","ALCOHOL & DRUG",410.66
"873",2022 Q1,"M","DRIVING",131.14
"874",2022 Q1,"M","DRUG POSSESSION ONLY",54.11
"875",2022 Q1,"M","MURDER",694.78
"876",2022 Q1,"M","OTHER",68.31
"877",2022 Q1,"M","PERSON",1255.28
"878",2022 Q1,"M","PROPERTY",702.61
"879",2022 Q1,"M","SEX OFFENSE",1995.67
"880",2022 Q1,"M","WEAPONS",133.95
"881",2022 Q2,"F","ALCOHOL & DRUG",64.96
"882",2022 Q2,"F","DRIVING",15.26
"883",2022 Q2,"F","DRUG POSSESSION ONLY",28.23
"884",2022 Q2,"F","MURDER",63.36
"885",2022 Q2,"F","OTHER",17.28
"886",2022 Q2,"F","PERSON",100.87
"887",2022 Q2,"F","PROPERTY",126.89
"888",2022 Q2,"F","SEX OFFENSE",30.96
"889",2022 Q2,"F","WEAPONS",2.29
"890",2022 Q2,"M","ALCOHOL & DRUG",401.16
"891",2022 Q2,"M","DRIVING",137.04
"892",2022 Q2,"M","DRUG POSSESSION ONLY",61.64
"893",2022 Q2,"M","MURDER",705.01
"894",2022 Q2,"M","OTHER",71.15
"895",2022 Q2,"M","PERSON",1246.32
"896",2022 Q2,"M","PROPERTY",680.31
"897",2022 Q2,"M","SEX OFFENSE",1996.57
"898",2022 Q2,"M","WEAPONS",130.78
"899",2022 Q3,"F","ALCOHOL & DRUG",58.67
"900",2022 Q3,"F","DRIVING",22.04
"901",2022 Q3,"F","DRUG POSSESSION ONLY",28.85
"902",2022 Q3,"F","MURDER",62.11
"903",2022 Q3,"F","OTHER",17.04
"904",2022 Q3,"F","PERSON",102.72
"905",2022 Q3,"F","PROPERTY",130.21
"906",2022 Q3,"F","SEX OFFENSE",29.64
"907",2022 Q3,"F","WEAPONS",2
"908",2022 Q3,"M","ALCOHOL & DRUG",404.19
"909",2022 Q3,"M","DRIVING",143.79
"910",2022 Q3,"M","DRUG POSSESSION ONLY",53.15
"911",2022 Q3,"M","MURDER",714.37
"912",2022 Q3,"M","OTHER",74.28
"913",2022 Q3,"M","PERSON",1274.14
"914",2022 Q3,"M","PROPERTY",670.63
"915",2022 Q3,"M","SEX OFFENSE",2013.52
"916",2022 Q3,"M","WEAPONS",138.05
"917",2022 Q4,"F","ALCOHOL & DRUG",60
"918",2022 Q4,"F","DRIVING",22.95
"919",2022 Q4,"F","DRUG POSSESSION ONLY",19.58
"920",2022 Q4,"F","MURDER",62.65
"921",2022 Q4,"F","OTHER",16.17
"922",2022 Q4,"F","PERSON",103.87
"923",2022 Q4,"F","PROPERTY",130.32
"924",2022 Q4,"F","SEX OFFENSE",26.78
"925",2022 Q4,"F","WEAPONS",1.47
"926",2022 Q4,"M","ALCOHOL & DRUG",409.94
"927",2022 Q4,"M","DRIVING",145.22
"928",2022 Q4,"M","DRUG POSSESSION ONLY",48.03
"929",2022 Q4,"M","MURDER",722.37
"930",2022 Q4,"M","OTHER",85.17
"931",2022 Q4,"M","PERSON",1301.55
"932",2022 Q4,"M","PROPERTY",661.44
"933",2022 Q4,"M","SEX OFFENSE",2034.35
"934",2022 Q4,"M","WEAPONS",136.74
"935",2023 Q1,"F","ALCOHOL & DRUG",65.78
"936",2023 Q1,"F","DRIVING",20.62
"937",2023 Q1,"F","DRUG POSSESSION ONLY",18.04
"938",2023 Q1,"F","MURDER",62.19
"939",2023 Q1,"F","OTHER",16.5
"940",2023 Q1,"F","PERSON",104.74
"941",2023 Q1,"F","PROPERTY",127.32
"942",2023 Q1,"F","SEX OFFENSE",27.69
"943",2023 Q1,"F","WEAPONS",4
"944",2023 Q1,"M","ALCOHOL & DRUG",403.84
"945",2023 Q1,"M","DRIVING",156.45
"946",2023 Q1,"M","DRUG POSSESSION ONLY",43.35
"947",2023 Q1,"M","MURDER",733.38
"948",2023 Q1,"M","OTHER",84.65
"949",2023 Q1,"M","PERSON",1303.66
"950",2023 Q1,"M","PROPERTY",661.49
"951",2023 Q1,"M","SEX OFFENSE",2075.19
"952",2023 Q1,"M","WEAPONS",143
"953",2023 Q2,"F","ALCOHOL & DRUG",63.93
"954",2023 Q2,"F","DRIVING",21.41
"955",2023 Q2,"F","DRUG POSSESSION ONLY",22.27
"956",2023 Q2,"F","MURDER",61.04
"957",2023 Q2,"F","OTHER",13.29
"958",2023 Q2,"F","PERSON",113.94
"959",2023 Q2,"F","PROPERTY",131.9
"960",2023 Q2,"F","SEX OFFENSE",32.32
"961",2023 Q2,"F","WEAPONS",4.49
"962",2023 Q2,"M","ALCOHOL & DRUG",416.48
"963",2023 Q2,"M","DRIVING",162.06
"964",2023 Q2,"M","DRUG POSSESSION ONLY",42.49
"965",2023 Q2,"M","MURDER",735.92
"966",2023 Q2,"M","OTHER",80.86
"967",2023 Q2,"M","PERSON",1304.05
"968",2023 Q2,"M","PROPERTY",644.78
"969",2023 Q2,"M","SEX OFFENSE",2122.02
"970",2023 Q2,"M","WEAPONS",150.77
"971",2023 Q3,"F","ALCOHOL & DRUG",70.27
"972",2023 Q3,"F","DRIVING",25.95
"973",2023 Q3,"F","DRUG POSSESSION ONLY",15.97
"974",2023 Q3,"F","MURDER",62.01
"975",2023 Q3,"F","OTHER",13.35
"976",2023 Q3,"F","PERSON",113.47
"977",2023 Q3,"F","PROPERTY",129.07
"978",2023 Q3,"F","SEX OFFENSE",31.86
"979",2023 Q3,"F","WEAPONS",5.88
"980",2023 Q3,"M","ALCOHOL & DRUG",430.18
"981",2023 Q3,"M","DRIVING",161.64
"982",2023 Q3,"M","DRUG POSSESSION ONLY",46.41
"983",2023 Q3,"M","MURDER",751.25
"984",2023 Q3,"M","OTHER",75.51
"985",2023 Q3,"M","PERSON",1306.3
"986",2023 Q3,"M","PROPERTY",651.61
"987",2023 Q3,"M","SEX OFFENSE",2159.94
"988",2023 Q3,"M","WEAPONS",143.14
"989",2023 Q4,"F","ALCOHOL & DRUG",68.11
"990",2023 Q4,"F","DRIVING",24.71
"991",2023 Q4,"F","DRUG POSSESSION ONLY",19.33
"992",2023 Q4,"F","MURDER",64.49
"993",2023 Q4,"F","OTHER",13.56
"994",2023 Q4,"F","PERSON",117.61
"995",2023 Q4,"F","PROPERTY",129.67
"996",2023 Q4,"F","SEX OFFENSE",32.85
"997",2023 Q4,"F","WEAPONS",5.49
"998",2023 Q4,"M","ALCOHOL & DRUG",435.17
"999",2023 Q4,"M","DRIVING",165.01
"1000",2023 Q4,"M","DRUG POSSESSION ONLY",48.34
"1001",2023 Q4,"M","MURDER",765.95
"1002",2023 Q4,"M","OTHER",85.8
"1003",2023 Q4,"M","PERSON",1356.08
"1004",2023 Q4,"M","PROPERTY",665.93
"1005",2023 Q4,"M","SEX OFFENSE",2190.45
"1006",2023 Q4,"M","WEAPONS",147.94
"1007",2024 Q1,"F","ALCOHOL & DRUG",65.44
"1008",2024 Q1,"F","DRIVING",34.61
"1009",2024 Q1,"F","DRUG POSSESSION ONLY",27.17
"1010",2024 Q1,"F","MURDER",62.92
"1011",2024 Q1,"F","OTHER",12.85
"1012",2024 Q1,"F","PERSON",118.17
"1013",2024 Q1,"F","PROPERTY",131.95
"1014",2024 Q1,"F","SEX OFFENSE",35.62
"1015",2024 Q1,"F","WEAPONS",5
"1016",2024 Q1,"M","ALCOHOL & DRUG",430.6
"1017",2024 Q1,"M","DRIVING",164.54
"1018",2024 Q1,"M","DRUG POSSESSION ONLY",52.86
"1019",2024 Q1,"M","MURDER",775.15
"1020",2024 Q1,"M","OTHER",93.99
"1021",2024 Q1,"M","PERSON",1369.49
"1022",2024 Q1,"M","PROPERTY",695.38
"1023",2024 Q1,"M","SEX OFFENSE",2236.46
"1024",2024 Q1,"M","WEAPONS",167.23
"1025",2024 Q2,"F","ALCOHOL & DRUG",65.13
"1026",2024 Q2,"F","DRIVING",32.29
"1027",2024 Q2,"F","DRUG POSSESSION ONLY",23.18
"1028",2024 Q2,"F","MURDER",65.45
"1029",2024 Q2,"F","OTHER",13.56
"1030",2024 Q2,"F","PERSON",110.07
"1031",2024 Q2,"F","PROPERTY",121.2
"1032",2024 Q2,"F","SEX OFFENSE",36.72
"1033",2024 Q2,"F","WEAPONS",5
"1034",2024 Q2,"M","ALCOHOL & DRUG",409.96
"1035",2024 Q2,"M","DRIVING",163.33
"1036",2024 Q2,"M","DRUG POSSESSION ONLY",55.39
"1037",2024 Q2,"M","MURDER",779.02
"1038",2024 Q2,"M","OTHER",97.09
"1039",2024 Q2,"M","PERSON",1342.9
"1040",2024 Q2,"M","PROPERTY",661.39
"1041",2024 Q2,"M","SEX OFFENSE",2262.19
"1042",2024 Q2,"M","WEAPONS",163.66
"1043",2024 Q3,"F","ALCOHOL & DRUG",62.54
"1044",2024 Q3,"F","DRIVING",30.29
"1045",2024 Q3,"F","DRUG POSSESSION ONLY",20.08
"1046",2024 Q3,"F","MURDER",66.64
"1047",2024 Q3,"F","OTHER",13.85
"1048",2024 Q3,"F","PERSON",102.28
"1049",2024 Q3,"F","PROPERTY",108.36
"1050",2024 Q3,"F","SEX OFFENSE",36.9
"1051",2024 Q3,"F","WEAPONS",3.59
"1052",2024 Q3,"M","ALCOHOL & DRUG",403.27
"1053",2024 Q3,"M","DRIVING",162.64
"1054",2024 Q3,"M","DRUG POSSESSION ONLY",58.23
"1055",2024 Q3,"M","MURDER",790.84
"1056",2024 Q3,"M","OTHER",88.84
"1057",2024 Q3,"M","PERSON",1342.65
"1058",2024 Q3,"M","PROPERTY",645.7
"1059",2024 Q3,"M","SEX OFFENSE",2298.53
"1060",2024 Q3,"M","WEAPONS",157.11
"1061",2024 Q4,"F","ALCOHOL & DRUG",64.11
"1062",2024 Q4,"F","DRIVING",30.7
"1063",2024 Q4,"F","DRUG POSSESSION ONLY",16.87
"1064",2024 Q4,"F","MURDER",65.7
"1065",2024 Q4,"F","OTHER",15.54
"1066",2024 Q4,"F","PERSON",97.56
"1067",2024 Q4,"F","PROPERTY",115.47
"1068",2024 Q4,"F","SEX OFFENSE",35.55
"1069",2024 Q4,"F","WEAPONS",2.07
"1070",2024 Q4,"M","ALCOHOL & DRUG",408.39
"1071",2024 Q4,"M","DRIVING",155.38
"1072",2024 Q4,"M","DRUG POSSESSION ONLY",50.78
"1073",2024 Q4,"M","MURDER",795.24
"1074",2024 Q4,"M","OTHER",93.6
"1075",2024 Q4,"M","PERSON",1311.25
"1076",2024 Q4,"M","PROPERTY",637.32
"1077",2024 Q4,"M","SEX OFFENSE",2315.47
"1078",2024 Q4,"M","WEAPONS",153.97
