"","Quarter_Year","gender","top_ofnse_typ_desc","admin_type","count"
"2540",2024 Q1,"F","OTHER","New Commitment",10
"2541",2024 Q1,"F","OTHER","Technical Commitment",2.85
"2542",2024 Q1,"F","PERSON","New Commitment",94.24
"2543",2024 Q1,"F","PERSON","Technical Commitment",1
"2544",2024 Q1,"F","PERSON","Technical Commitment",22.93
"2545",2024 Q1,"F","PROPERTY","New Commitment",90.74
"2546",2024 Q1,"F","PROPERTY","Technical Commitment",41.21
"2547",2024 Q1,"F","SEX OFFENSE","New Commitment",29
"2548",2024 Q1,"F","SEX OFFENSE","Technical Commitment",6.62
"2549",2024 Q1,"F","WEAPONS","New Commitment",4
"2550",2024 Q1,"F","WEAPONS","Technical Commitment",1
"2551",2024 Q1,"M","ALCOHOL & DRUG","New Commitment",321.97
"2552",2024 Q1,"M","ALCOHOL & DRUG","Technical Commitment",7.05
"2553",2024 Q1,"M","ALCOHOL & DRUG","Technical Commitment",101.58
"2554",2024 Q1,"M","DRIVING","New Commitment",124.52
"2555",2024 Q1,"M","DRIVING","Technical Commitment",1
"2556",2024 Q1,"M","DRIVING","Technical Commitment",39.02
"2557",2024 Q1,"M","DRUG POSSESSION ONLY","New Commitment",34.99
"2558",2024 Q1,"M","DRUG POSSESSION ONLY","Technical Commitment",17.87
"2559",2024 Q1,"M","MURDER","New Commitment",732.05
"2560",2024 Q1,"M","MURDER","Technical Commitment",15
"2561",2024 Q1,"M","MURDER","Technical Commitment",28.1
"2562",2024 Q1,"M","OTHER","New Commitment",67.12
"2563",2024 Q1,"M","OTHER","Technical Commitment",1
"2564",2024 Q1,"M","OTHER","Technical Commitment",25.87
"2565",2024 Q1,"M","PERSON","New Commitment",1059.18
"2566",2024 Q1,"M","PERSON","Technical Commitment",15.22
"2567",2024 Q1,"M","PERSON","Technical Commitment",295.09
"2568",2024 Q1,"M","PROPERTY","New Commitment",475.55
"2569",2024 Q1,"M","PROPERTY","Technical Commitment",1.78
"2570",2024 Q1,"M","PROPERTY","Technical Commitment",218.05
"2571",2024 Q1,"M","SEX OFFENSE","New Commitment",27.54
"2572",2024 Q1,"M","SEX OFFENSE","Technical Commitment",1.82
"2573",2024 Q1,"M","SEX OFFENSE","New Commitment",1983.9
"2574",2024 Q1,"M","SEX OFFENSE","Technical Commitment",18.33
"2575",2024 Q1,"M","SEX OFFENSE","Technical Commitment",204.87
"2576",2024 Q1,"M","WEAPONS","New Commitment",133.62
"2577",2024 Q1,"M","WEAPONS","Technical Commitment",2.51
"2578",2024 Q1,"M","WEAPONS","Technical Commitment",31.1
"2579",2024 Q2,"F","ALCOHOL & DRUG","New Commitment",54.62
"2580",2024 Q2,"F","ALCOHOL & DRUG","Technical Commitment",1
"2581",2024 Q2,"F","ALCOHOL & DRUG","Technical Commitment",9.51
"2582",2024 Q2,"F","DRIVING","New Commitment",27.84
"2583",2024 Q2,"F","DRIVING","Technical Commitment",4.45
"2584",2024 Q2,"F","DRUG POSSESSION ONLY","New Commitment",19.23
"2585",2024 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",3.95
"2586",2024 Q2,"F","MURDER","New Commitment",60.63
"2587",2024 Q2,"F","MURDER","Technical Commitment",1
"2588",2024 Q2,"F","MURDER","Technical Commitment",3.82
"2589",2024 Q2,"F","OTHER","New Commitment",10.59
"2590",2024 Q2,"F","OTHER","Technical Commitment",1
"2591",2024 Q2,"F","OTHER","Technical Commitment",1.97
"2592",2024 Q2,"F","PERSON","New Commitment",87.67
"2593",2024 Q2,"F","PERSON","Technical Commitment",1
"2594",2024 Q2,"F","PERSON","Technical Commitment",21.4
"2595",2024 Q2,"F","PROPERTY","New Commitment",84.23
"2596",2024 Q2,"F","PROPERTY","Technical Commitment",1.13
"2597",2024 Q2,"F","PROPERTY","Technical Commitment",35.84
"2598",2024 Q2,"F","SEX OFFENSE","New Commitment",30.47
"2599",2024 Q2,"F","SEX OFFENSE","Technical Commitment",6.25
"2600",2024 Q2,"F","WEAPONS","New Commitment",4
"2601",2024 Q2,"F","WEAPONS","Technical Commitment",1
"2602",2024 Q2,"M","ALCOHOL & DRUG","New Commitment",314.2
"2603",2024 Q2,"M","ALCOHOL & DRUG","Technical Commitment",11.74
"2604",2024 Q2,"M","ALCOHOL & DRUG","Technical Commitment",84.02
"2605",2024 Q2,"M","DRIVING","New Commitment",132.51
"2606",2024 Q2,"M","DRIVING","Technical Commitment",1.13
"2607",2024 Q2,"M","DRIVING","Technical Commitment",29.69
"2608",2024 Q2,"M","DRUG POSSESSION ONLY","New Commitment",40.71
"2609",2024 Q2,"M","DRUG POSSESSION ONLY","Technical Commitment",14.68
"2610",2024 Q2,"M","MURDER","New Commitment",736.15
"2611",2024 Q2,"M","MURDER","Technical Commitment",15.64
"2612",2024 Q2,"M","MURDER","Technical Commitment",27.23
"2613",2024 Q2,"M","OTHER","New Commitment",73.99
"2614",2024 Q2,"M","OTHER","Technical Commitment",1
"2615",2024 Q2,"M","OTHER","Technical Commitment",22.1
"2616",2024 Q2,"M","PERSON","New Commitment",1069.21
"2617",2024 Q2,"M","PERSON","Technical Commitment",20.67
"2618",2024 Q2,"M","PERSON","Technical Commitment",253.02
"2619",2024 Q2,"M","PROPERTY","New Commitment",474.73
"2620",2024 Q2,"M","PROPERTY","Technical Commitment",4.65
"2621",2024 Q2,"M","PROPERTY","Technical Commitment",182.01
"2622",2024 Q2,"M","SEX OFFENSE","New Commitment",27.21
"2623",2024 Q2,"M","SEX OFFENSE","Technical Commitment",1.82
"2624",2024 Q2,"M","SEX OFFENSE","New Commitment",2025.29
"2625",2024 Q2,"M","SEX OFFENSE","Technical Commitment",23.88
"2626",2024 Q2,"M","SEX OFFENSE","Technical Commitment",183.99
"2627",2024 Q2,"M","WEAPONS","New Commitment",133.73
"2628",2024 Q2,"M","WEAPONS","Technical Commitment",4
"2629",2024 Q2,"M","WEAPONS","Technical Commitment",25.93
"2630",2024 Q3,"F","ALCOHOL & DRUG","New Commitment",52.52
"2631",2024 Q3,"F","ALCOHOL & DRUG","Technical Commitment",1.52
"2632",2024 Q3,"F","ALCOHOL & DRUG","Technical Commitment",8.5
"2633",2024 Q3,"F","DRIVING","New Commitment",26.34
"2634",2024 Q3,"F","DRIVING","Technical Commitment",1.65
"2635",2024 Q3,"F","DRIVING","Technical Commitment",2.3
"2636",2024 Q3,"F","DRUG POSSESSION ONLY","New Commitment",15.43
"2637",2024 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",4.65
"2638",2024 Q3,"F","MURDER","New Commitment",63.43
"2639",2024 Q3,"F","MURDER","Technical Commitment",1
"2640",2024 Q3,"F","MURDER","Technical Commitment",2.21
"2641",2024 Q3,"F","OTHER","New Commitment",12.62
"2642",2024 Q3,"F","OTHER","Technical Commitment",1.23
"2643",2024 Q3,"F","PERSON","New Commitment",82.07
"2644",2024 Q3,"F","PERSON","Technical Commitment",1
"2645",2024 Q3,"F","PERSON","Technical Commitment",19.21
"2646",2024 Q3,"F","PROPERTY","New Commitment",74.38
"2647",2024 Q3,"F","PROPERTY","Technical Commitment",2.37
"2648",2024 Q3,"F","PROPERTY","Technical Commitment",31.61
"2649",2024 Q3,"F","SEX OFFENSE","New Commitment",32.68
"2650",2024 Q3,"F","SEX OFFENSE","Technical Commitment",4.22
"2651",2024 Q3,"F","WEAPONS","New Commitment",2.59
"2652",2024 Q3,"F","WEAPONS","Technical Commitment",1
"2653",2024 Q3,"M","ALCOHOL & DRUG","New Commitment",301.87
"2654",2024 Q3,"M","ALCOHOL & DRUG","Technical Commitment",18.77
"2655",2024 Q3,"M","ALCOHOL & DRUG","Technical Commitment",82.63
"2656",2024 Q3,"M","DRIVING","New Commitment",132.12
"2657",2024 Q3,"M","DRIVING","Technical Commitment",2.37
"2658",2024 Q3,"M","DRIVING","Technical Commitment",28.15
"2659",2024 Q3,"M","DRUG POSSESSION ONLY","New Commitment",42.53
"2660",2024 Q3,"M","DRUG POSSESSION ONLY","Technical Commitment",1
"2661",2024 Q3,"M","DRUG POSSESSION ONLY","Technical Commitment",14.7
"2662",2024 Q3,"M","MURDER","New Commitment",748.9
"2663",2024 Q3,"M","MURDER","Technical Commitment",17.07
"2664",2024 Q3,"M","MURDER","Technical Commitment",24.87
"2665",2024 Q3,"M","OTHER","New Commitment",68.58
"2666",2024 Q3,"M","OTHER","Technical Commitment",3.01
"2667",2024 Q3,"M","OTHER","Technical Commitment",17.25
"2668",2024 Q3,"M","PERSON","New Commitment",1068.78
"2669",2024 Q3,"M","PERSON","Technical Commitment",31.62
"2670",2024 Q3,"M","PERSON","Technical Commitment",242.25
"2671",2024 Q3,"M","PROPERTY","New Commitment",458.66
"2672",2024 Q3,"M","PROPERTY","Technical Commitment",10.9
"2673",2024 Q3,"M","PROPERTY","Technical Commitment",176.14
"2674",2024 Q3,"M","SEX OFFENSE","New Commitment",26.88
"2675",2024 Q3,"M","SEX OFFENSE","Technical Commitment",1.4
"2676",2024 Q3,"M","SEX OFFENSE","New Commitment",2067.28
"2677",2024 Q3,"M","SEX OFFENSE","Technical Commitment",29.13
"2678",2024 Q3,"M","SEX OFFENSE","Technical Commitment",173.84
"2679",2024 Q3,"M","WEAPONS","New Commitment",130.26
"2680",2024 Q3,"M","WEAPONS","Technical Commitment",4.83
"2681",2024 Q3,"M","WEAPONS","Technical Commitment",22.02
"2682",2024 Q4,"F","ALCOHOL & DRUG","New Commitment",52.75
"2683",2024 Q4,"F","ALCOHOL & DRUG","Technical Commitment",3.75
"2684",2024 Q4,"F","ALCOHOL & DRUG","Technical Commitment",7.61
"2685",2024 Q4,"F","DRIVING","New Commitment",24.85
"2686",2024 Q4,"F","DRIVING","Technical Commitment",2
"2687",2024 Q4,"F","DRIVING","Technical Commitment",3.85
"2688",2024 Q4,"F","DRUG POSSESSION ONLY","New Commitment",12.09
"2689",2024 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",4.78
"2690",2024 Q4,"F","MURDER","New Commitment",63.7
"2691",2024 Q4,"F","MURDER","Technical Commitment",1
"2692",2024 Q4,"F","MURDER","Technical Commitment",1
"2693",2024 Q4,"F","OTHER","New Commitment",13.54
"2694",2024 Q4,"F","OTHER","Technical Commitment",1
"2695",2024 Q4,"F","OTHER","Technical Commitment",1
"2696",2024 Q4,"F","PERSON","New Commitment",73.15
"2697",2024 Q4,"F","PERSON","Technical Commitment",1.15
"2698",2024 Q4,"F","PERSON","Technical Commitment",23.26
"2699",2024 Q4,"F","PROPERTY","New Commitment",74.84
"2700",2024 Q4,"F","PROPERTY","Technical Commitment",7.93
"2701",2024 Q4,"F","PROPERTY","Technical Commitment",32.7
"2702",2024 Q4,"F","SEX OFFENSE","New Commitment",1
"2703",2024 Q4,"F","SEX OFFENSE","New Commitment",31.84
"2704",2024 Q4,"F","SEX OFFENSE","Technical Commitment",1.69
"2705",2024 Q4,"F","SEX OFFENSE","Technical Commitment",1.02
"2706",2024 Q4,"F","WEAPONS","New Commitment",1
"2707",2024 Q4,"F","WEAPONS","Technical Commitment",1.07
"2708",2024 Q4,"M","ALCOHOL & DRUG","New Commitment",287.73
"2709",2024 Q4,"M","ALCOHOL & DRUG","Technical Commitment",33.86
"2710",2024 Q4,"M","ALCOHOL & DRUG","Technical Commitment",86.8
"2711",2024 Q4,"M","DRIVING","New Commitment",123.28
"2712",2024 Q4,"M","DRIVING","Technical Commitment",6.87
"2713",2024 Q4,"M","DRIVING","Technical Commitment",25.23
"2714",2024 Q4,"M","DRUG POSSESSION ONLY","New Commitment",35.66
"2715",2024 Q4,"M","DRUG POSSESSION ONLY","Technical Commitment",2.52
"2716",2024 Q4,"M","DRUG POSSESSION ONLY","Technical Commitment",12.6
"2717",2024 Q4,"M","MURDER","New Commitment",757.05
"2718",2024 Q4,"M","MURDER","Technical Commitment",19.67
"2719",2024 Q4,"M","MURDER","Technical Commitment",18.52
"2720",2024 Q4,"M","OTHER","New Commitment",67.79
"2721",2024 Q4,"M","OTHER","Technical Commitment",6.66
"2722",2024 Q4,"M","OTHER","Technical Commitment",19.15
"2723",2024 Q4,"M","PERSON","New Commitment",1023.76
"2724",2024 Q4,"M","PERSON","Technical Commitment",65.59
"2725",2024 Q4,"M","PERSON","Technical Commitment",221.9
"2726",2024 Q4,"M","PROPERTY","New Commitment",427.53
"2727",2024 Q4,"M","PROPERTY","Technical Commitment",32.95
"2728",2024 Q4,"M","PROPERTY","Technical Commitment",176.84
"2729",2024 Q4,"M","SEX OFFENSE","New Commitment",23.87
"2730",2024 Q4,"M","SEX OFFENSE","Technical Commitment",1
"2731",2024 Q4,"M","SEX OFFENSE","New Commitment",2082.27
"2732",2024 Q4,"M","SEX OFFENSE","Technical Commitment",45.67
"2733",2024 Q4,"M","SEX OFFENSE","Technical Commitment",162.66
"2734",2024 Q4,"M","WEAPONS","New Commitment",124.55
"2735",2024 Q4,"M","WEAPONS","Technical Commitment",5.9
"2736",2024 Q4,"M","WEAPONS","Technical Commitment",23.52
